# Team 0: PlayerAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
738,Flop,0,-3154,3154,CHECK,0,"['4s', '2h']","['7s', 'As']","['5d', '7d', '6h']",Ad,,100,100
738,Flop,1,-3154,3154,CHECK,0,"['4s', '2h']","['7s', 'As']","['5d', '7d', '6h']",Ad,,100,100
738,Turn,0,-3154,3154,CHECK,0,"['4s', '2h']","['7s', 'As']","['5d', '7d', '6h', '3s']",Ad,,100,100
738,Turn,1,-3154,3154,CHECK,0,"['4s', '2h']","['7s', 'As']","['5d', '7d', '6h', '3s']",Ad,,100,100
738,River,0,-3154,3154,CHECK,0,"['4s', '2h']","['7s', 'As']","['5d', '7d', '6h', '3s', '8h']",Ad,,100,100
738,River,1,-3154,3154,CHECK,0,"['4s', '2h']","['7s', 'As']","['5d', '7d', '6h', '3s', '8h']",Ad,,100,100
739,Pre-Flop,1,-3054,3054,RAISE,9,"['8d', '6s']","['3s', '7s']","['8h', '3h']",,,1,1
739,Pre-Flop,0,-3054,3054,DISCARD,0,"['8d', '6s']","['3s', '7s']","['8h', '3h']",,,2,2
739,Pre-Flop,0,-3054,3054,RAISE,13,"['6h', '6s']","['3s', '7s']","['8h', '3h']",8d,,2,2
739,Pre-Flop,1,-3054,3054,RAISE,76,"['6h', '6s']","['3s', '7s']","['8h', '3h']",8d,,11,11
739,Pre-Flop,0,-3054,3054,CALL,0,"['6h', '6s']","['3s', '7s']","['8h', '3h']",8d,,24,24
739,Flop,1,-3054,3054,CHECK,0,"['6h', '6s']","['3s', '7s']","['8h', '3h', 'Ah']",8d,,100,100
739,Flop,0,-3054,3054,CHECK,0,"['6h', '6s']","['3s', '7s']","['8h', '3h', 'Ah']",8d,,100,100
739,Turn,1,-3054,3054,CHECK,0,"['6h', '6s']","['3s', '7s']","['8h', '3h', 'Ah', '9d']",8d,,100,100
739,Turn,0,-3054,3054,CHECK,0,"['6h', '6s']","['3s', '7s']","['8h', '3h', 'Ah', '9d']",8d,,100,100
739,River,1,-3054,3054,CHECK,0,"['6h', '6s']","['3s', '7s']","['8h', '3h', 'Ah', '9d', 'Ad']",8d,,100,100
739,River,0,-3054,3054,CHECK,0,"['6h', '6s']","['3s', '7s']","['8h', '3h', 'Ah', '9d', 'Ad']",8d,,100,100
740,Pre-Flop,0,-2954,2954,RAISE,3,"['9s', '2h']","['5h', '5s']","['7h', 'Ad']",,,1,1
740,Pre-Flop,1,-2954,2954,RAISE,21,"['9s', '2h']","['5h', '5s']","['7h', 'Ad']",,,2,2
740,Pre-Flop,0,-2954,2954,RAISE,31,"['9s', '2h']","['5h', '5s']","['7h', 'Ad']",,,5,5
740,Pre-Flop,1,-2954,2954,RAISE,43,"['9s', '2h']","['5h', '5s']","['7h', 'Ad']",,,26,26
740,Pre-Flop,0,-2954,2954,CALL,0,"['9s', '2h']","['5h', '5s']","['7h', 'Ad']",,,57,57
740,Pre-Flop,1,-2954,2954,CHECK,0,"['9s', '2h']","['5h', '5s']","['7h', 'Ad']",,,100,100
740,Flop,0,-2954,2954,DISCARD,0,"['9s', '2h']","['5h', '5s']","['7h', 'Ad', '3d']",,,100,100
740,Flop,0,-2954,2954,CHECK,0,"['9s', '8s']","['5h', '5s']","['7h', 'Ad', '3d']",2h,,100,100
740,Flop,1,-2954,2954,CHECK,0,"['9s', '8s']","['5h', '5s']","['7h', 'Ad', '3d']",2h,,100,100
740,Turn,0,-2954,2954,CHECK,0,"['9s', '8s']","['5h', '5s']","['7h', 'Ad', '3d', '3s']",2h,,100,100
740,Turn,1,-2954,2954,CHECK,0,"['9s', '8s']","['5h', '5s']","['7h', 'Ad', '3d', '3s']",2h,,100,100
740,River,0,-2954,2954,CHECK,0,"['9s', '8s']","['5h', '5s']","['7h', 'Ad', '3d', '3s', '6d']",2h,,100,100
740,River,1,-2954,2954,CHECK,0,"['9s', '8s']","['5h', '5s']","['7h', 'Ad', '3d', '3s', '6d']",2h,,100,100
741,Pre-Flop,1,-2854,2854,RAISE,9,"['8d', '3h']","['4h', 'Ad']","['8s', '7s']",,,1,1
741,Pre-Flop,0,-2854,2854,DISCARD,0,"['8d', '3h']","['4h', 'Ad']","['8s', '7s']",,,2,2
741,Pre-Flop,0,-2854,2854,RAISE,11,"['6d', '3h']","['4h', 'Ad']","['8s', '7s']",8d,,2,2
741,Pre-Flop,1,-2854,2854,RAISE,78,"['6d', '3h']","['4h', 'Ad']","['8s', '7s']",8d,,11,11
741,Pre-Flop,0,-2854,2854,CALL,0,"['6d', '3h']","['4h', 'Ad']","['8s', '7s']",8d,,22,22
741,Flop,1,-2854,2854,CHECK,0,"['6d', '3h']","['4h', 'Ad']","['8s', '7s', '9h']",8d,,100,100
741,Flop,0,-2854,2854,CHECK,0,"['6d', '3h']","['4h', 'Ad']","['8s', '7s', '9h']",8d,,100,100
741,Turn,1,-2854,2854,CHECK,0,"['6d', '3h']","['4h', 'Ad']","['8s', '7s', '9h', 'Ah']",8d,,100,100
741,Turn,0,-2854,2854,CHECK,0,"['6d', '3h']","['4h', 'Ad']","['8s', '7s', '9h', 'Ah']",8d,,100,100
741,River,1,-2854,2854,CHECK,0,"['6d', '3h']","['4h', 'Ad']","['8s', '7s', '9h', 'Ah', '6s']",8d,,100,100
741,River,0,-2854,2854,CHECK,0,"['6d', '3h']","['4h', 'Ad']","['8s', '7s', '9h', 'Ah', '6s']",8d,,100,100
742,Pre-Flop,0,-2854,2854,RAISE,3,"['Ah', '8s']","['6d', '5s']","['3d', '2d']",,,1,1
742,Pre-Flop,1,-2854,2854,RAISE,21,"['Ah', '8s']","['6d', '5s']","['3d', '2d']",,,2,2
742,Pre-Flop,0,-2854,2854,RAISE,31,"['Ah', '8s']","['6d', '5s']","['3d', '2d']",,,5,5
742,Pre-Flop,1,-2854,2854,RAISE,43,"['Ah', '8s']","['6d', '5s']","['3d', '2d']",,,26,26
742,Pre-Flop,0,-2854,2854,CALL,0,"['Ah', '8s']","['6d', '5s']","['3d', '2d']",,,57,57
742,Pre-Flop,1,-2854,2854,CHECK,0,"['Ah', '8s']","['6d', '5s']","['3d', '2d']",,,100,100
742,Flop,0,-2854,2854,DISCARD,0,"['Ah', '8s']","['6d', '5s']","['3d', '2d', '5d']",,,100,100
742,Flop,0,-2854,2854,CHECK,0,"['4d', '8s']","['6d', '5s']","['3d', '2d', '5d']",Ah,,100,100
742,Flop,1,-2854,2854,CHECK,0,"['4d', '8s']","['6d', '5s']","['3d', '2d', '5d']",Ah,,100,100
742,Turn,0,-2854,2854,CHECK,0,"['4d', '8s']","['6d', '5s']","['3d', '2d', '5d', '7d']",Ah,,100,100
742,Turn,1,-2854,2854,CHECK,0,"['4d', '8s']","['6d', '5s']","['3d', '2d', '5d', '7d']",Ah,,100,100
742,River,0,-2854,2854,CHECK,0,"['4d', '8s']","['6d', '5s']","['3d', '2d', '5d', '7d', '6h']",Ah,,100,100
742,River,1,-2854,2854,CHECK,0,"['4d', '8s']","['6d', '5s']","['3d', '2d', '5d', '7d', '6h']",Ah,,100,100
743,Pre-Flop,1,-2954,2954,CALL,0,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,1,1
743,Pre-Flop,0,-2954,2954,RAISE,4,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,2,2
743,Pre-Flop,1,-2954,2954,CALL,0,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,2,2
743,Pre-Flop,0,-2954,2954,RAISE,12,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,6,6
743,Pre-Flop,1,-2954,2954,RAISE,72,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,6,6
743,Pre-Flop,0,-2954,2954,RAISE,10,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,18,18
743,Pre-Flop,1,-2954,2954,CALL,0,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,90,90
743,Pre-Flop,0,-2954,2954,CHECK,0,"['7h', '6h']","['2h', '4d']","['5s', '5h']",,,100,100
743,Flop,1,-2954,2954,CHECK,0,"['7h', '6h']","['2h', '4d']","['5s', '5h', '6d']",,,100,100
743,Flop,0,-2954,2954,CHECK,0,"['7h', '6h']","['2h', '4d']","['5s', '5h', '6d']",,,100,100
743,Turn,1,-2954,2954,CHECK,0,"['7h', '6h']","['2h', '4d']","['5s', '5h', '6d', '6s']",,,100,100
743,Turn,0,-2954,2954,CHECK,0,"['7h', '6h']","['2h', '4d']","['5s', '5h', '6d', '6s']",,,100,100
743,River,1,-2954,2954,CHECK,0,"['7h', '6h']","['2h', '4d']","['5s', '5h', '6d', '6s', '3d']",,,100,100
743,River,0,-2954,2954,CHECK,0,"['7h', '6h']","['2h', '4d']","['5s', '5h', '6d', '6s', '3d']",,,100,100
744,Pre-Flop,0,-2854,2854,DISCARD,0,"['2d', '5h']","['As', '5s']","['6d', '2s']",,,1,1
744,Pre-Flop,0,-2854,2854,RAISE,3,"['7s', '5h']","['As', '5s']","['6d', '2s']",2d,,1,1
744,Pre-Flop,1,-2854,2854,RAISE,21,"['7s', '5h']","['As', '5s']","['6d', '2s']",2d,,2,2
744,Pre-Flop,0,-2854,2854,RAISE,26,"['7s', '5h']","['As', '5s']","['6d', '2s']",2d,,5,5
744,Pre-Flop,1,-2854,2854,RAISE,48,"['7s', '5h']","['As', '5s']","['6d', '2s']",2d,,26,26
744,Pre-Flop,0,-2854,2854,CALL,0,"['7s', '5h']","['As', '5s']","['6d', '2s']",2d,,52,52
744,Pre-Flop,1,-2854,2854,CHECK,0,"['7s', '5h']","['As', '5s']","['6d', '2s']",2d,,100,100
744,Flop,0,-2854,2854,CHECK,0,"['7s', '5h']","['As', '5s']","['6d', '2s', 'Ah']",2d,,100,100
744,Flop,1,-2854,2854,CHECK,0,"['7s', '5h']","['As', '5s']","['6d', '2s', 'Ah']",2d,,100,100
744,Turn,0,-2854,2854,CHECK,0,"['7s', '5h']","['As', '5s']","['6d', '2s', 'Ah', '2h']",2d,,100,100
744,Turn,1,-2854,2854,CHECK,0,"['7s', '5h']","['As', '5s']","['6d', '2s', 'Ah', '2h']",2d,,100,100
744,River,0,-2854,2854,CHECK,0,"['7s', '5h']","['As', '5s']","['6d', '2s', 'Ah', '2h', '4s']",2d,,100,100
744,River,1,-2854,2854,CHECK,0,"['7s', '5h']","['As', '5s']","['6d', '2s', 'Ah', '2h', '4s']",2d,,100,100
745,Pre-Flop,1,-2954,2954,RAISE,9,"['5s', '6d']","['4s', '3s']","['9h', '3d']",,,1,1
745,Pre-Flop,0,-2954,2954,DISCARD,0,"['5s', '6d']","['4s', '3s']","['9h', '3d']",,,2,2
745,Pre-Flop,0,-2954,2954,RAISE,13,"['5s', '8s']","['4s', '3s']","['9h', '3d']",6d,,2,2
745,Pre-Flop,1,-2954,2954,RAISE,76,"['5s', '8s']","['4s', '3s']","['9h', '3d']",6d,,11,11
745,Pre-Flop,0,-2954,2954,CALL,0,"['5s', '8s']","['4s', '3s']","['9h', '3d']",6d,,24,24
745,Flop,1,-2954,2954,CHECK,0,"['5s', '8s']","['4s', '3s']","['9h', '3d', 'As']",6d,,100,100
745,Flop,0,-2954,2954,CHECK,0,"['5s', '8s']","['4s', '3s']","['9h', '3d', 'As']",6d,,100,100
745,Turn,1,-2954,2954,CHECK,0,"['5s', '8s']","['4s', '3s']","['9h', '3d', 'As', '2h']",6d,,100,100
745,Turn,0,-2954,2954,CHECK,0,"['5s', '8s']","['4s', '3s']","['9h', '3d', 'As', '2h']",6d,,100,100
745,River,1,-2954,2954,CHECK,0,"['5s', '8s']","['4s', '3s']","['9h', '3d', 'As', '2h', '2s']",6d,,100,100
745,River,0,-2954,2954,CHECK,0,"['5s', '8s']","['4s', '3s']","['9h', '3d', 'As', '2h', '2s']",6d,,100,100
746,Pre-Flop,0,-3054,3054,DISCARD,0,"['8h', '3h']","['2h', '7d']","['6h', '9h']",,,1,1
746,Pre-Flop,0,-3054,3054,RAISE,3,"['8h', '9s']","['2h', '7d']","['6h', '9h']",3h,,1,1
746,Pre-Flop,1,-3054,3054,DISCARD,0,"['8h', '9s']","['2h', '7d']","['6h', '9h']",3h,,2,2
746,Pre-Flop,1,-3054,3054,RAISE,21,"['8h', '9s']","['2h', '8s']","['6h', '9h']",3h,7d,2,2
746,Pre-Flop,0,-3054,3054,RAISE,31,"['8h', '9s']","['2h', '8s']","['6h', '9h']",3h,7d,5,5
746,Pre-Flop,1,-3054,3054,RAISE,43,"['8h', '9s']","['2h', '8s']","['6h', '9h']",3h,7d,26,26
746,Pre-Flop,0,-3054,3054,CALL,0,"['8h', '9s']","['2h', '8s']","['6h', '9h']",3h,7d,57,57
746,Pre-Flop,1,-3054,3054,CHECK,0,"['8h', '9s']","['2h', '8s']","['6h', '9h']",3h,7d,100,100
746,Flop,0,-3054,3054,CHECK,0,"['8h', '9s']","['2h', '8s']","['6h', '9h', '2s']",3h,7d,100,100
746,Flop,1,-3054,3054,CHECK,0,"['8h', '9s']","['2h', '8s']","['6h', '9h', '2s']",3h,7d,100,100
746,Turn,0,-3054,3054,CHECK,0,"['8h', '9s']","['2h', '8s']","['6h', '9h', '2s', '2d']",3h,7d,100,100
746,Turn,1,-3054,3054,CHECK,0,"['8h', '9s']","['2h', '8s']","['6h', '9h', '2s', '2d']",3h,7d,100,100
746,River,0,-3054,3054,CHECK,0,"['8h', '9s']","['2h', '8s']","['6h', '9h', '2s', '2d', '7s']",3h,7d,100,100
746,River,1,-3054,3054,CHECK,0,"['8h', '9s']","['2h', '8s']","['6h', '9h', '2s', '2d', '7s']",3h,7d,100,100
747,Pre-Flop,1,-3154,3154,RAISE,9,"['6h', '4s']","['3d', '5s']","['3s', '7s']",,,1,1
747,Pre-Flop,0,-3154,3154,DISCARD,0,"['6h', '4s']","['3d', '5s']","['3s', '7s']",,,2,2
747,Pre-Flop,0,-3154,3154,RAISE,11,"['4d', '4s']","['3d', '5s']","['3s', '7s']",6h,,2,2
747,Pre-Flop,1,-3154,3154,CALL,0,"['4d', '4s']","['3d', '5s']","['3s', '7s']",6h,,11,11
747,Pre-Flop,0,-3154,3154,RAISE,33,"['4d', '4s']","['3d', '5s']","['3s', '7s']",6h,,22,22
747,Pre-Flop,1,-3154,3154,RAISE,45,"['4d', '4s']","['3d', '5s']","['3s', '7s']",6h,,22,22
747,Pre-Flop,0,-3154,3154,CALL,0,"['4d', '4s']","['3d', '5s']","['3s', '7s']",6h,,55,55
747,Flop,1,-3154,3154,CHECK,0,"['4d', '4s']","['3d', '5s']","['3s', '7s', '4h']",6h,,100,100
747,Flop,0,-3154,3154,CHECK,0,"['4d', '4s']","['3d', '5s']","['3s', '7s', '4h']",6h,,100,100
747,Turn,1,-3154,3154,CHECK,0,"['4d', '4s']","['3d', '5s']","['3s', '7s', '4h', '6s']",6h,,100,100
747,Turn,0,-3154,3154,CHECK,0,"['4d', '4s']","['3d', '5s']","['3s', '7s', '4h', '6s']",6h,,100,100
747,River,1,-3154,3154,CHECK,0,"['4d', '4s']","['3d', '5s']","['3s', '7s', '4h', '6s', '6d']",6h,,100,100
747,River,0,-3154,3154,CHECK,0,"['4d', '4s']","['3d', '5s']","['3s', '7s', '4h', '6s', '6d']",6h,,100,100
748,Pre-Flop,0,-3054,3054,DISCARD,0,"['9d', '2h']","['5s', '8h']","['3s', '9s']",,,1,1
748,Pre-Flop,0,-3054,3054,RAISE,3,"['6h', '2h']","['5s', '8h']","['3s', '9s']",9d,,1,1
748,Pre-Flop,1,-3054,3054,RAISE,21,"['6h', '2h']","['5s', '8h']","['3s', '9s']",9d,,2,2
748,Pre-Flop,0,-3054,3054,RAISE,26,"['6h', '2h']","['5s', '8h']","['3s', '9s']",9d,,5,5
748,Pre-Flop,1,-3054,3054,RAISE,48,"['6h', '2h']","['5s', '8h']","['3s', '9s']",9d,,26,26
748,Pre-Flop,0,-3054,3054,CALL,0,"['6h', '2h']","['5s', '8h']","['3s', '9s']",9d,,52,52
748,Pre-Flop,1,-3054,3054,CHECK,0,"['6h', '2h']","['5s', '8h']","['3s', '9s']",9d,,100,100
748,Flop,0,-3054,3054,CHECK,0,"['6h', '2h']","['5s', '8h']","['3s', '9s', '5h']",9d,,100,100
748,Flop,1,-3054,3054,CHECK,0,"['6h', '2h']","['5s', '8h']","['3s', '9s', '5h']",9d,,100,100
748,Turn,0,-3054,3054,CHECK,0,"['6h', '2h']","['5s', '8h']","['3s', '9s', '5h', 'Ah']",9d,,100,100
748,Turn,1,-3054,3054,CHECK,0,"['6h', '2h']","['5s', '8h']","['3s', '9s', '5h', 'Ah']",9d,,100,100
748,River,0,-3054,3054,CHECK,0,"['6h', '2h']","['5s', '8h']","['3s', '9s', '5h', 'Ah', '7h']",9d,,100,100
748,River,1,-3054,3054,CHECK,0,"['6h', '2h']","['5s', '8h']","['3s', '9s', '5h', 'Ah', '7h']",9d,,100,100
749,Pre-Flop,1,-2954,2954,RAISE,9,"['7d', '6s']","['3h', '9s']","['7h', '2s']",,,1,1
749,Pre-Flop,0,-2954,2954,DISCARD,0,"['7d', '6s']","['3h', '9s']","['7h', '2s']",,,2,2
749,Pre-Flop,0,-2954,2954,RAISE,11,"['8d', '6s']","['3h', '9s']","['7h', '2s']",7d,,2,2
749,Pre-Flop,1,-2954,2954,RAISE,78,"['8d', '6s']","['3h', '9s']","['7h', '2s']",7d,,11,11
749,Pre-Flop,0,-2954,2954,CALL,0,"['8d', '6s']","['3h', '9s']","['7h', '2s']",7d,,22,22
749,Flop,1,-2954,2954,CHECK,0,"['8d', '6s']","['3h', '9s']","['7h', '2s', 'Ad']",7d,,100,100
749,Flop,0,-2954,2954,CHECK,0,"['8d', '6s']","['3h', '9s']","['7h', '2s', 'Ad']",7d,,100,100
749,Turn,1,-2954,2954,CHECK,0,"['8d', '6s']","['3h', '9s']","['7h', '2s', 'Ad', '2d']",7d,,100,100
749,Turn,0,-2954,2954,CHECK,0,"['8d', '6s']","['3h', '9s']","['7h', '2s', 'Ad', '2d']",7d,,100,100
749,River,1,-2954,2954,CHECK,0,"['8d', '6s']","['3h', '9s']","['7h', '2s', 'Ad', '2d', '5d']",7d,,100,100
749,River,0,-2954,2954,CHECK,0,"['8d', '6s']","['3h', '9s']","['7h', '2s', 'Ad', '2d', '5d']",7d,,100,100
750,Pre-Flop,0,-3054,3054,RAISE,3,"['7h', '7s']","['3h', '2d']","['6s', '5d']",,,1,1
750,Pre-Flop,1,-3054,3054,CALL,0,"['7h', '7s']","['3h', '2d']","['6s', '5d']",,,2,2
750,Flop,0,-3054,3054,CHECK,0,"['7h', '7s']","['3h', '2d']","['6s', '5d', '5h']",,,5,5
750,Flop,1,-3054,3054,RAISE,9,"['7h', '7s']","['3h', '2d']","['6s', '5d', '5h']",,,5,5
750,Flop,0,-3054,3054,FOLD,0,"['7h', '7s']","['3h', '2d']","['6s', '5d', '5h']",,,5,5
751,Pre-Flop,1,-3059,3059,CALL,0,"['7s', 'Ad']","['4h', '7d']","['9d', '2s']",,,1,1
751,Pre-Flop,0,-3059,3059,DISCARD,0,"['7s', 'Ad']","['4h', '7d']","['9d', '2s']",,,2,2
751,Pre-Flop,0,-3059,3059,RAISE,4,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,2,2
751,Pre-Flop,1,-3059,3059,CALL,0,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,2,2
751,Pre-Flop,0,-3059,3059,RAISE,12,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,6,6
751,Pre-Flop,1,-3059,3059,CALL,0,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,6,6
751,Pre-Flop,0,-3059,3059,RAISE,36,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,18,18
751,Pre-Flop,1,-3059,3059,CALL,0,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,18,18
751,Pre-Flop,0,-3059,3059,RAISE,46,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,54,54
751,Pre-Flop,1,-3059,3059,CALL,0,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,54,54
751,Pre-Flop,0,-3059,3059,CHECK,0,"['7s', '5s']","['4h', '7d']","['9d', '2s']",Ad,,100,100
751,Flop,1,-3059,3059,CHECK,0,"['7s', '5s']","['4h', '7d']","['9d', '2s', '8d']",Ad,,100,100
751,Flop,0,-3059,3059,CHECK,0,"['7s', '5s']","['4h', '7d']","['9d', '2s', '8d']",Ad,,100,100
751,Turn,1,-3059,3059,CHECK,0,"['7s', '5s']","['4h', '7d']","['9d', '2s', '8d', '8s']",Ad,,100,100
751,Turn,0,-3059,3059,CHECK,0,"['7s', '5s']","['4h', '7d']","['9d', '2s', '8d', '8s']",Ad,,100,100
751,River,1,-3059,3059,CHECK,0,"['7s', '5s']","['4h', '7d']","['9d', '2s', '8d', '8s', '6d']",Ad,,100,100
751,River,0,-3059,3059,CHECK,0,"['7s', '5s']","['4h', '7d']","['9d', '2s', '8d', '8s', '6d']",Ad,,100,100
752,Pre-Flop,0,-2959,2959,DISCARD,0,"['3d', '2h']","['8d', '9s']","['7s', '2s']",,,1,1
752,Pre-Flop,0,-2959,2959,RAISE,3,"['As', '2h']","['8d', '9s']","['7s', '2s']",3d,,1,1
752,Pre-Flop,1,-2959,2959,RAISE,21,"['As', '2h']","['8d', '9s']","['7s', '2s']",3d,,2,2
752,Pre-Flop,0,-2959,2959,RAISE,31,"['As', '2h']","['8d', '9s']","['7s', '2s']",3d,,5,5
752,Pre-Flop,1,-2959,2959,RAISE,43,"['As', '2h']","['8d', '9s']","['7s', '2s']",3d,,26,26
752,Pre-Flop,0,-2959,2959,CALL,0,"['As', '2h']","['8d', '9s']","['7s', '2s']",3d,,57,57
752,Pre-Flop,1,-2959,2959,CHECK,0,"['As', '2h']","['8d', '9s']","['7s', '2s']",3d,,100,100
752,Flop,0,-2959,2959,CHECK,0,"['As', '2h']","['8d', '9s']","['7s', '2s', '7d']",3d,,100,100
752,Flop,1,-2959,2959,CHECK,0,"['As', '2h']","['8d', '9s']","['7s', '2s', '7d']",3d,,100,100
752,Turn,0,-2959,2959,CHECK,0,"['As', '2h']","['8d', '9s']","['7s', '2s', '7d', '7h']",3d,,100,100
752,Turn,1,-2959,2959,CHECK,0,"['As', '2h']","['8d', '9s']","['7s', '2s', '7d', '7h']",3d,,100,100
752,River,0,-2959,2959,CHECK,0,"['As', '2h']","['8d', '9s']","['7s', '2s', '7d', '7h', '9d']",3d,,100,100
752,River,1,-2959,2959,CHECK,0,"['As', '2h']","['8d', '9s']","['7s', '2s', '7d', '7h', '9d']",3d,,100,100
753,Pre-Flop,1,-3059,3059,RAISE,9,"['7s', '4h']","['3h', '3s']","['2h', '5d']",,,1,1
753,Pre-Flop,0,-3059,3059,RAISE,11,"['7s', '4h']","['3h', '3s']","['2h', '5d']",,,2,2
753,Pre-Flop,1,-3059,3059,RAISE,78,"['7s', '4h']","['3h', '3s']","['2h', '5d']",,,11,11
753,Pre-Flop,0,-3059,3059,CALL,0,"['7s', '4h']","['3h', '3s']","['2h', '5d']",,,22,22
753,Flop,1,-3059,3059,CHECK,0,"['7s', '4h']","['3h', '3s']","['2h', '5d', '9s']",,,100,100
753,Flop,0,-3059,3059,CHECK,0,"['7s', '4h']","['3h', '3s']","['2h', '5d', '9s']",,,100,100
753,Turn,1,-3059,3059,CHECK,0,"['7s', '4h']","['3h', '3s']","['2h', '5d', '9s', 'Ah']",,,100,100
753,Turn,0,-3059,3059,CHECK,0,"['7s', '4h']","['3h', '3s']","['2h', '5d', '9s', 'Ah']",,,100,100
753,River,1,-3059,3059,CHECK,0,"['7s', '4h']","['3h', '3s']","['2h', '5d', '9s', 'Ah', '9d']",,,100,100
753,River,0,-3059,3059,CHECK,0,"['7s', '4h']","['3h', '3s']","['2h', '5d', '9s', 'Ah', '9d']",,,100,100
754,Pre-Flop,0,-3159,3159,DISCARD,0,"['2d', '6h']","['9d', '3h']","['9h', 'As']",,,1,1
754,Pre-Flop,0,-3159,3159,RAISE,3,"['9s', '6h']","['9d', '3h']","['9h', 'As']",2d,,1,1
754,Pre-Flop,1,-3159,3159,RAISE,21,"['9s', '6h']","['9d', '3h']","['9h', 'As']",2d,,2,2
754,Pre-Flop,0,-3159,3159,RAISE,31,"['9s', '6h']","['9d', '3h']","['9h', 'As']",2d,,5,5
754,Pre-Flop,1,-3159,3159,RAISE,43,"['9s', '6h']","['9d', '3h']","['9h', 'As']",2d,,26,26
754,Pre-Flop,0,-3159,3159,CALL,0,"['9s', '6h']","['9d', '3h']","['9h', 'As']",2d,,57,57
754,Pre-Flop,1,-3159,3159,CHECK,0,"['9s', '6h']","['9d', '3h']","['9h', 'As']",2d,,100,100
754,Flop,0,-3159,3159,CHECK,0,"['9s', '6h']","['9d', '3h']","['9h', 'As', '4d']",2d,,100,100
754,Flop,1,-3159,3159,CHECK,0,"['9s', '6h']","['9d', '3h']","['9h', 'As', '4d']",2d,,100,100
754,Turn,0,-3159,3159,CHECK,0,"['9s', '6h']","['9d', '3h']","['9h', 'As', '4d', '7h']",2d,,100,100
754,Turn,1,-3159,3159,CHECK,0,"['9s', '6h']","['9d', '3h']","['9h', 'As', '4d', '7h']",2d,,100,100
754,River,0,-3159,3159,CHECK,0,"['9s', '6h']","['9d', '3h']","['9h', 'As', '4d', '7h', '6s']",2d,,100,100
754,River,1,-3159,3159,CHECK,0,"['9s', '6h']","['9d', '3h']","['9h', 'As', '4d', '7h', '6s']",2d,,100,100
755,Pre-Flop,1,-3059,3059,RAISE,9,"['9h', '8h']","['6s', 'Ah']","['8s', '2h']",,,1,1
755,Pre-Flop,0,-3059,3059,RAISE,19,"['9h', '8h']","['6s', 'Ah']","['8s', '2h']",,,2,2
755,Pre-Flop,1,-3059,3059,RAISE,70,"['9h', '8h']","['6s', 'Ah']","['8s', '2h']",,,11,11
755,Pre-Flop,0,-3059,3059,CALL,0,"['9h', '8h']","['6s', 'Ah']","['8s', '2h']",,,30,30
755,Flop,1,-3059,3059,CHECK,0,"['9h', '8h']","['6s', 'Ah']","['8s', '2h', '9s']",,,100,100
755,Flop,0,-3059,3059,CHECK,0,"['9h', '8h']","['6s', 'Ah']","['8s', '2h', '9s']",,,100,100
755,Turn,1,-3059,3059,CHECK,0,"['9h', '8h']","['6s', 'Ah']","['8s', '2h', '9s', '3s']",,,100,100
755,Turn,0,-3059,3059,CHECK,0,"['9h', '8h']","['6s', 'Ah']","['8s', '2h', '9s', '3s']",,,100,100
755,River,1,-3059,3059,CHECK,0,"['9h', '8h']","['6s', 'Ah']","['8s', '2h', '9s', '3s', '4s']",,,100,100
755,River,0,-3059,3059,CHECK,0,"['9h', '8h']","['6s', 'Ah']","['8s', '2h', '9s', '3s', '4s']",,,100,100
756,Pre-Flop,0,-3159,3159,DISCARD,0,"['6s', '8d']","['3d', '3s']","['8s', '2h']",,,1,1
756,Pre-Flop,0,-3159,3159,RAISE,3,"['6s', '5s']","['3d', '3s']","['8s', '2h']",8d,,1,1
756,Pre-Flop,1,-3159,3159,RAISE,21,"['6s', '5s']","['3d', '3s']","['8s', '2h']",8d,,2,2
756,Pre-Flop,0,-3159,3159,RAISE,31,"['6s', '5s']","['3d', '3s']","['8s', '2h']",8d,,5,5
756,Pre-Flop,1,-3159,3159,RAISE,43,"['6s', '5s']","['3d', '3s']","['8s', '2h']",8d,,26,26
756,Pre-Flop,0,-3159,3159,CALL,0,"['6s', '5s']","['3d', '3s']","['8s', '2h']",8d,,57,57
756,Pre-Flop,1,-3159,3159,CHECK,0,"['6s', '5s']","['3d', '3s']","['8s', '2h']",8d,,100,100
