# Team 0: PlayerAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
102,Flop,1,144,-144,CHECK,0,"['7h', '5s']","['5d', '5h']","['Ah', '3h', '8d']",9s,,100,100
102,Turn,0,144,-144,CHECK,0,"['7h', '5s']","['5d', '5h']","['Ah', '3h', '8d', '9h']",9s,,100,100
102,Turn,1,144,-144,CHECK,0,"['7h', '5s']","['5d', '5h']","['Ah', '3h', '8d', '9h']",9s,,100,100
102,River,0,144,-144,CHECK,0,"['7h', '5s']","['5d', '5h']","['Ah', '3h', '8d', '9h', '7s']",9s,,100,100
102,River,1,144,-144,CHECK,0,"['7h', '5s']","['5d', '5h']","['Ah', '3h', '8d', '9h', '7s']",9s,,100,100
103,Pre-Flop,1,244,-244,CALL,0,"['4s', '3d']","['5d', '2d']","['9s', 'Ah']",,,1,1
103,Pre-Flop,0,244,-244,DISCARD,0,"['4s', '3d']","['5d', '2d']","['9s', 'Ah']",,,2,2
103,Pre-Flop,0,244,-244,RAISE,2,"['4s', '6d']","['5d', '2d']","['9s', 'Ah']",3d,,2,2
103,Pre-Flop,1,244,-244,RAISE,18,"['4s', '6d']","['5d', '2d']","['9s', 'Ah']",3d,,2,2
103,Pre-Flop,0,244,-244,RAISE,22,"['4s', '6d']","['5d', '2d']","['9s', 'Ah']",3d,,4,4
103,Pre-Flop,1,244,-244,CALL,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah']",3d,,22,22
103,Pre-Flop,0,244,-244,RAISE,56,"['4s', '6d']","['5d', '2d']","['9s', 'Ah']",3d,,44,44
103,Pre-Flop,1,244,-244,CALL,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah']",3d,,44,44
103,Pre-Flop,0,244,-244,CHECK,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah']",3d,,100,100
103,Flop,1,244,-244,CHECK,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah', '6h']",3d,,100,100
103,Flop,0,244,-244,CHECK,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah', '6h']",3d,,100,100
103,Turn,1,244,-244,CHECK,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah', '6h', 'As']",3d,,100,100
103,Turn,0,244,-244,CHECK,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah', '6h', 'As']",3d,,100,100
103,River,1,244,-244,CHECK,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah', '6h', 'As', '9d']",3d,,100,100
103,River,0,244,-244,CHECK,0,"['4s', '6d']","['5d', '2d']","['9s', 'Ah', '6h', 'As', '9d']",3d,,100,100
104,Pre-Flop,0,244,-244,DISCARD,0,"['2d', '3h']","['8s', '7d']","['As', 'Ad']",,,1,1
104,Pre-Flop,0,244,-244,RAISE,2,"['9h', '3h']","['8s', '7d']","['As', 'Ad']",2d,,1,1
104,Pre-Flop,1,244,-244,RAISE,18,"['9h', '3h']","['8s', '7d']","['As', 'Ad']",2d,,2,2
104,Pre-Flop,0,244,-244,RAISE,26,"['9h', '3h']","['8s', '7d']","['As', 'Ad']",2d,,4,4
104,Pre-Flop,1,244,-244,RAISE,52,"['9h', '3h']","['8s', '7d']","['As', 'Ad']",2d,,22,22
104,Pre-Flop,0,244,-244,CALL,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad']",2d,,48,48
104,Pre-Flop,1,244,-244,CHECK,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad']",2d,,100,100
104,Flop,0,244,-244,CHECK,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad', '8d']",2d,,100,100
104,Flop,1,244,-244,CHECK,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad', '8d']",2d,,100,100
104,Turn,0,244,-244,CHECK,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad', '8d', '3s']",2d,,100,100
104,Turn,1,244,-244,CHECK,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad', '8d', '3s']",2d,,100,100
104,River,0,244,-244,CHECK,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad', '8d', '3s', '9s']",2d,,100,100
104,River,1,244,-244,CHECK,0,"['9h', '3h']","['8s', '7d']","['As', 'Ad', '8d', '3s', '9s']",2d,,100,100
105,Pre-Flop,1,344,-344,RAISE,9,"['4h', '5s']","['4s', '6d']","['3d', '6h']",,,1,1
105,Pre-Flop,0,344,-344,DISCARD,0,"['4h', '5s']","['4s', '6d']","['3d', '6h']",,,2,2
105,Pre-Flop,0,344,-344,RAISE,13,"['7s', '5s']","['4s', '6d']","['3d', '6h']",4h,,2,2
105,Pre-Flop,1,344,-344,RAISE,76,"['7s', '5s']","['4s', '6d']","['3d', '6h']",4h,,11,11
105,Pre-Flop,0,344,-344,CALL,0,"['7s', '5s']","['4s', '6d']","['3d', '6h']",4h,,24,24
105,Flop,1,344,-344,CHECK,0,"['7s', '5s']","['4s', '6d']","['3d', '6h', '2h']",4h,,100,100
105,Flop,0,344,-344,CHECK,0,"['7s', '5s']","['4s', '6d']","['3d', '6h', '2h']",4h,,100,100
105,Turn,1,344,-344,CHECK,0,"['7s', '5s']","['4s', '6d']","['3d', '6h', '2h', '2d']",4h,,100,100
105,Turn,0,344,-344,CHECK,0,"['7s', '5s']","['4s', '6d']","['3d', '6h', '2h', '2d']",4h,,100,100
105,River,1,344,-344,CHECK,0,"['7s', '5s']","['4s', '6d']","['3d', '6h', '2h', '2d', '5d']",4h,,100,100
105,River,0,344,-344,CHECK,0,"['7s', '5s']","['4s', '6d']","['3d', '6h', '2h', '2d', '5d']",4h,,100,100
106,Pre-Flop,0,244,-244,RAISE,3,"['Ah', 'As']","['4h', '6s']","['9h', '4d']",,,1,1
106,Pre-Flop,1,244,-244,RAISE,21,"['Ah', 'As']","['4h', '6s']","['9h', '4d']",,,2,2
106,Pre-Flop,0,244,-244,RAISE,31,"['Ah', 'As']","['4h', '6s']","['9h', '4d']",,,5,5
106,Pre-Flop,1,244,-244,RAISE,43,"['Ah', 'As']","['4h', '6s']","['9h', '4d']",,,26,26
106,Pre-Flop,0,244,-244,CALL,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d']",,,57,57
106,Pre-Flop,1,244,-244,CHECK,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d']",,,100,100
106,Flop,0,244,-244,CHECK,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d', '8h']",,,100,100
106,Flop,1,244,-244,CHECK,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d', '8h']",,,100,100
106,Turn,0,244,-244,CHECK,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d', '8h', 'Ad']",,,100,100
106,Turn,1,244,-244,CHECK,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d', '8h', 'Ad']",,,100,100
106,River,0,244,-244,CHECK,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d', '8h', 'Ad', '8s']",,,100,100
106,River,1,244,-244,CHECK,0,"['Ah', 'As']","['4h', '6s']","['9h', '4d', '8h', 'Ad', '8s']",,,100,100
107,Pre-Flop,1,344,-344,RAISE,9,"['3h', '4h']","['Ah', '7s']","['As', '2h']",,,1,1
107,Pre-Flop,0,344,-344,RAISE,19,"['3h', '4h']","['Ah', '7s']","['As', '2h']",,,2,2
107,Pre-Flop,1,344,-344,RAISE,70,"['3h', '4h']","['Ah', '7s']","['As', '2h']",,,11,11
107,Pre-Flop,0,344,-344,CALL,0,"['3h', '4h']","['Ah', '7s']","['As', '2h']",,,30,30
107,Flop,1,344,-344,CHECK,0,"['3h', '4h']","['Ah', '7s']","['As', '2h', '8h']",,,100,100
107,Flop,0,344,-344,CHECK,0,"['3h', '4h']","['Ah', '7s']","['As', '2h', '8h']",,,100,100
107,Turn,1,344,-344,CHECK,0,"['3h', '4h']","['Ah', '7s']","['As', '2h', '8h', '8s']",,,100,100
107,Turn,0,344,-344,CHECK,0,"['3h', '4h']","['Ah', '7s']","['As', '2h', '8h', '8s']",,,100,100
107,River,1,344,-344,CHECK,0,"['3h', '4h']","['Ah', '7s']","['As', '2h', '8h', '8s', '5s']",,,100,100
107,River,0,344,-344,CHECK,0,"['3h', '4h']","['Ah', '7s']","['As', '2h', '8h', '8s', '5s']",,,100,100
108,Pre-Flop,0,444,-444,RAISE,3,"['As', '2s']","['9s', '6h']","['4h', '7s']",,,1,1
108,Pre-Flop,1,444,-444,RAISE,21,"['As', '2s']","['9s', '6h']","['4h', '7s']",,,2,2
108,Pre-Flop,0,444,-444,RAISE,31,"['As', '2s']","['9s', '6h']","['4h', '7s']",,,5,5
108,Pre-Flop,1,444,-444,RAISE,43,"['As', '2s']","['9s', '6h']","['4h', '7s']",,,26,26
108,Pre-Flop,0,444,-444,CALL,0,"['As', '2s']","['9s', '6h']","['4h', '7s']",,,57,57
108,Pre-Flop,1,444,-444,CHECK,0,"['As', '2s']","['9s', '6h']","['4h', '7s']",,,100,100
108,Flop,0,444,-444,DISCARD,0,"['As', '2s']","['9s', '6h']","['4h', '7s', '4s']",,,100,100
108,Flop,0,444,-444,CHECK,0,"['As', 'Ad']","['9s', '6h']","['4h', '7s', '4s']",2s,,100,100
108,Flop,1,444,-444,CHECK,0,"['As', 'Ad']","['9s', '6h']","['4h', '7s', '4s']",2s,,100,100
108,Turn,0,444,-444,CHECK,0,"['As', 'Ad']","['9s', '6h']","['4h', '7s', '4s', '3h']",2s,,100,100
108,Turn,1,444,-444,CHECK,0,"['As', 'Ad']","['9s', '6h']","['4h', '7s', '4s', '3h']",2s,,100,100
108,River,0,444,-444,CHECK,0,"['As', 'Ad']","['9s', '6h']","['4h', '7s', '4s', '3h', '8h']",2s,,100,100
108,River,1,444,-444,CHECK,0,"['As', 'Ad']","['9s', '6h']","['4h', '7s', '4s', '3h', '8h']",2s,,100,100
109,Pre-Flop,1,544,-544,RAISE,9,"['Ad', 'Ah']","['9h', '5h']","['3s', '2s']",,,1,1
109,Pre-Flop,0,544,-544,DISCARD,0,"['Ad', 'Ah']","['9h', '5h']","['3s', '2s']",,,2,2
109,Pre-Flop,0,544,-544,RAISE,11,"['3h', 'Ah']","['9h', '5h']","['3s', '2s']",Ad,,2,2
109,Pre-Flop,1,544,-544,RAISE,78,"['3h', 'Ah']","['9h', '5h']","['3s', '2s']",Ad,,11,11
109,Pre-Flop,0,544,-544,CALL,0,"['3h', 'Ah']","['9h', '5h']","['3s', '2s']",Ad,,22,22
109,Flop,1,544,-544,CHECK,0,"['3h', 'Ah']","['9h', '5h']","['3s', '2s', '5d']",Ad,,100,100
109,Flop,0,544,-544,CHECK,0,"['3h', 'Ah']","['9h', '5h']","['3s', '2s', '5d']",Ad,,100,100
109,Turn,1,544,-544,CHECK,0,"['3h', 'Ah']","['9h', '5h']","['3s', '2s', '5d', '7d']",Ad,,100,100
109,Turn,0,544,-544,CHECK,0,"['3h', 'Ah']","['9h', '5h']","['3s', '2s', '5d', '7d']",Ad,,100,100
109,River,1,544,-544,CHECK,0,"['3h', 'Ah']","['9h', '5h']","['3s', '2s', '5d', '7d', '6h']",Ad,,100,100
109,River,0,544,-544,CHECK,0,"['3h', 'Ah']","['9h', '5h']","['3s', '2s', '5d', '7d', '6h']",Ad,,100,100
110,Pre-Flop,0,444,-444,RAISE,3,"['2h', '2s']","['4s', '7h']","['8s', '5d']",,,1,1
110,Pre-Flop,1,444,-444,RAISE,21,"['2h', '2s']","['4s', '7h']","['8s', '5d']",,,2,2
110,Pre-Flop,0,444,-444,RAISE,26,"['2h', '2s']","['4s', '7h']","['8s', '5d']",,,5,5
110,Pre-Flop,1,444,-444,RAISE,48,"['2h', '2s']","['4s', '7h']","['8s', '5d']",,,26,26
110,Pre-Flop,0,444,-444,CALL,0,"['2h', '2s']","['4s', '7h']","['8s', '5d']",,,52,52
110,Pre-Flop,1,444,-444,CHECK,0,"['2h', '2s']","['4s', '7h']","['8s', '5d']",,,100,100
110,Flop,0,444,-444,DISCARD,0,"['2h', '2s']","['4s', '7h']","['8s', '5d', '4d']",,,100,100
110,Flop,0,444,-444,CHECK,0,"['5s', '2s']","['4s', '7h']","['8s', '5d', '4d']",2h,,100,100
110,Flop,1,444,-444,CHECK,0,"['5s', '2s']","['4s', '7h']","['8s', '5d', '4d']",2h,,100,100
110,Turn,0,444,-444,CHECK,0,"['5s', '2s']","['4s', '7h']","['8s', '5d', '4d', '8d']",2h,,100,100
110,Turn,1,444,-444,CHECK,0,"['5s', '2s']","['4s', '7h']","['8s', '5d', '4d', '8d']",2h,,100,100
110,River,0,444,-444,CHECK,0,"['5s', '2s']","['4s', '7h']","['8s', '5d', '4d', '8d', '6s']",2h,,100,100
110,River,1,444,-444,CHECK,0,"['5s', '2s']","['4s', '7h']","['8s', '5d', '4d', '8d', '6s']",2h,,100,100
111,Pre-Flop,1,344,-344,DISCARD,0,"['Ah', '2s']","['6d', 'Ad']","['9d', '5d']",,,1,1
111,Pre-Flop,1,344,-344,CALL,0,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,1,1
111,Pre-Flop,0,344,-344,RAISE,3,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,2,2
111,Pre-Flop,1,344,-344,CALL,0,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,2,2
111,Pre-Flop,0,344,-344,RAISE,7,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,5,5
111,Pre-Flop,1,344,-344,CALL,0,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,5,5
111,Pre-Flop,0,344,-344,RAISE,18,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,12,12
111,Pre-Flop,1,344,-344,RAISE,70,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,12,12
111,Pre-Flop,0,344,-344,CALL,0,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d']",,6d,30,30
111,Flop,1,344,-344,CHECK,0,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d', '5s']",,6d,100,100
111,Flop,0,344,-344,DISCARD,0,"['Ah', '2s']","['3h', 'Ad']","['9d', '5d', '5s']",,6d,100,100
111,Flop,0,344,-344,CHECK,0,"['Ah', 'As']","['3h', 'Ad']","['9d', '5d', '5s']",2s,6d,100,100
111,Turn,1,344,-344,CHECK,0,"['Ah', 'As']","['3h', 'Ad']","['9d', '5d', '5s', '7h']",2s,6d,100,100
111,Turn,0,344,-344,CHECK,0,"['Ah', 'As']","['3h', 'Ad']","['9d', '5d', '5s', '7h']",2s,6d,100,100
111,River,1,344,-344,CHECK,0,"['Ah', 'As']","['3h', 'Ad']","['9d', '5d', '5s', '7h', '3s']",2s,6d,100,100
111,River,0,344,-344,CHECK,0,"['Ah', 'As']","['3h', 'Ad']","['9d', '5d', '5s', '7h', '3s']",2s,6d,100,100
112,Pre-Flop,0,444,-444,RAISE,4,"['4h', '9s']","['3d', '7d']","['Ah', '8s']",,,1,1
112,Pre-Flop,1,444,-444,DISCARD,0,"['4h', '9s']","['3d', '7d']","['Ah', '8s']",,,2,2
112,Pre-Flop,1,444,-444,CALL,0,"['4h', '9s']","['6s', '7d']","['Ah', '8s']",,3d,2,2
112,Flop,0,444,-444,DISCARD,0,"['4h', '9s']","['6s', '7d']","['Ah', '8s', '5s']",,3d,6,6
112,Flop,0,444,-444,CHECK,0,"['2h', '9s']","['6s', '7d']","['Ah', '8s', '5s']",4h,3d,6,6
112,Flop,1,444,-444,RAISE,10,"['2h', '9s']","['6s', '7d']","['Ah', '8s', '5s']",4h,3d,6,6
112,Flop,0,444,-444,FOLD,0,"['2h', '9s']","['6s', '7d']","['Ah', '8s', '5s']",4h,3d,6,6
113,Pre-Flop,1,438,-438,CALL,0,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,1,1
113,Pre-Flop,0,438,-438,RAISE,3,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,2,2
113,Pre-Flop,1,438,-438,CALL,0,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,2,2
113,Pre-Flop,0,438,-438,RAISE,7,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,5,5
113,Pre-Flop,1,438,-438,CALL,0,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,5,5
113,Pre-Flop,0,438,-438,RAISE,18,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,12,12
113,Pre-Flop,1,438,-438,CALL,0,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,12,12
113,Pre-Flop,0,438,-438,RAISE,45,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,30,30
113,Pre-Flop,1,438,-438,RAISE,25,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,30,30
113,Pre-Flop,0,438,-438,CALL,0,"['2d', '4d']","['8s', '3d']","['9s', '3h']",,,75,75
113,Flop,1,438,-438,CHECK,0,"['2d', '4d']","['8s', '3d']","['9s', '3h', '7h']",,,100,100
113,Flop,0,438,-438,CHECK,0,"['2d', '4d']","['8s', '3d']","['9s', '3h', '7h']",,,100,100
113,Turn,1,438,-438,CHECK,0,"['2d', '4d']","['8s', '3d']","['9s', '3h', '7h', '9h']",,,100,100
113,Turn,0,438,-438,CHECK,0,"['2d', '4d']","['8s', '3d']","['9s', '3h', '7h', '9h']",,,100,100
113,River,1,438,-438,CHECK,0,"['2d', '4d']","['8s', '3d']","['9s', '3h', '7h', '9h', '3s']",,,100,100
113,River,0,438,-438,CHECK,0,"['2d', '4d']","['8s', '3d']","['9s', '3h', '7h', '9h', '3s']",,,100,100
114,Pre-Flop,0,338,-338,RAISE,2,"['9h', '3h']","['5h', '6h']","['7s', '4s']",,,1,1
114,Pre-Flop,1,338,-338,RAISE,18,"['9h', '3h']","['5h', '6h']","['7s', '4s']",,,2,2
114,Pre-Flop,0,338,-338,RAISE,22,"['9h', '3h']","['5h', '6h']","['7s', '4s']",,,4,4
114,Pre-Flop,1,338,-338,RAISE,56,"['9h', '3h']","['5h', '6h']","['7s', '4s']",,,22,22
114,Pre-Flop,0,338,-338,CALL,0,"['9h', '3h']","['5h', '6h']","['7s', '4s']",,,44,44
114,Pre-Flop,1,338,-338,CHECK,0,"['9h', '3h']","['5h', '6h']","['7s', '4s']",,,100,100
114,Flop,0,338,-338,DISCARD,0,"['9h', '3h']","['5h', '6h']","['7s', '4s', 'Ah']",,,100,100
114,Flop,0,338,-338,CHECK,0,"['9h', '7d']","['5h', '6h']","['7s', '4s', 'Ah']",3h,,100,100
114,Flop,1,338,-338,CHECK,0,"['9h', '7d']","['5h', '6h']","['7s', '4s', 'Ah']",3h,,100,100
114,Turn,0,338,-338,CHECK,0,"['9h', '7d']","['5h', '6h']","['7s', '4s', 'Ah', '6d']",3h,,100,100
114,Turn,1,338,-338,CHECK,0,"['9h', '7d']","['5h', '6h']","['7s', '4s', 'Ah', '6d']",3h,,100,100
114,River,0,338,-338,CHECK,0,"['9h', '7d']","['5h', '6h']","['7s', '4s', 'Ah', '6d', 'Ad']",3h,,100,100
114,River,1,338,-338,CHECK,0,"['9h', '7d']","['5h', '6h']","['7s', '4s', 'Ah', '6d', 'Ad']",3h,,100,100
115,Pre-Flop,1,438,-438,RAISE,9,"['8s', '8h']","['5h', '8d']","['9s', '3s']",,,1,1
115,Pre-Flop,0,438,-438,RAISE,13,"['8s', '8h']","['5h', '8d']","['9s', '3s']",,,2,2
115,Pre-Flop,1,438,-438,RAISE,76,"['8s', '8h']","['5h', '8d']","['9s', '3s']",,,11,11
115,Pre-Flop,0,438,-438,CALL,0,"['8s', '8h']","['5h', '8d']","['9s', '3s']",,,24,24
115,Flop,1,438,-438,CHECK,0,"['8s', '8h']","['5h', '8d']","['9s', '3s', 'Ad']",,,100,100
115,Flop,0,438,-438,DISCARD,0,"['8s', '8h']","['5h', '8d']","['9s', '3s', 'Ad']",,,100,100
115,Flop,0,438,-438,CHECK,0,"['8s', '9d']","['5h', '8d']","['9s', '3s', 'Ad']",8h,,100,100
115,Turn,1,438,-438,CHECK,0,"['8s', '9d']","['5h', '8d']","['9s', '3s', 'Ad', '5s']",8h,,100,100
115,Turn,0,438,-438,CHECK,0,"['8s', '9d']","['5h', '8d']","['9s', '3s', 'Ad', '5s']",8h,,100,100
115,River,1,438,-438,CHECK,0,"['8s', '9d']","['5h', '8d']","['9s', '3s', 'Ad', '5s', 'Ah']",8h,,100,100
115,River,0,438,-438,CHECK,0,"['8s', '9d']","['5h', '8d']","['9s', '3s', 'Ad', '5s', 'Ah']",8h,,100,100
116,Pre-Flop,0,538,-538,RAISE,4,"['8s', '2h']","['6h', '3h']","['9d', '2s']",,,1,1
116,Pre-Flop,1,538,-538,RAISE,24,"['8s', '2h']","['6h', '3h']","['9d', '2s']",,,2,2
116,Pre-Flop,0,538,-538,RAISE,36,"['8s', '2h']","['6h', '3h']","['9d', '2s']",,,6,6
116,Pre-Flop,1,538,-538,RAISE,34,"['8s', '2h']","['6h', '3h']","['9d', '2s']",,,30,30
116,Pre-Flop,0,538,-538,CALL,0,"['8s', '2h']","['6h', '3h']","['9d', '2s']",,,66,66
116,Pre-Flop,1,538,-538,CHECK,0,"['8s', '2h']","['6h', '3h']","['9d', '2s']",,,100,100
116,Flop,0,538,-538,DISCARD,0,"['8s', '2h']","['6h', '3h']","['9d', '2s', '7d']",,,100,100
116,Flop,0,538,-538,CHECK,0,"['8s', '5d']","['6h', '3h']","['9d', '2s', '7d']",2h,,100,100
116,Flop,1,538,-538,CHECK,0,"['8s', '5d']","['6h', '3h']","['9d', '2s', '7d']",2h,,100,100
116,Turn,0,538,-538,CHECK,0,"['8s', '5d']","['6h', '3h']","['9d', '2s', '7d', 'Ad']",2h,,100,100
116,Turn,1,538,-538,CHECK,0,"['8s', '5d']","['6h', '3h']","['9d', '2s', '7d', 'Ad']",2h,,100,100
116,River,0,538,-538,CHECK,0,"['8s', '5d']","['6h', '3h']","['9d', '2s', '7d', 'Ad', '4s']",2h,,100,100
116,River,1,538,-538,CHECK,0,"['8s', '5d']","['6h', '3h']","['9d', '2s', '7d', 'Ad', '4s']",2h,,100,100
117,Pre-Flop,1,638,-638,RAISE,9,"['2d', '8h']","['3h', '7h']","['6d', '6h']",,,1,1
117,Pre-Flop,0,638,-638,DISCARD,0,"['2d', '8h']","['3h', '7h']","['6d', '6h']",,,2,2
117,Pre-Flop,0,638,-638,RAISE,13,"['Ah', '8h']","['3h', '7h']","['6d', '6h']",2d,,2,2
117,Pre-Flop,1,638,-638,RAISE,76,"['Ah', '8h']","['3h', '7h']","['6d', '6h']",2d,,11,11
117,Pre-Flop,0,638,-638,CALL,0,"['Ah', '8h']","['3h', '7h']","['6d', '6h']",2d,,24,24
117,Flop,1,638,-638,CHECK,0,"['Ah', '8h']","['3h', '7h']","['6d', '6h', '8d']",2d,,100,100
117,Flop,0,638,-638,CHECK,0,"['Ah', '8h']","['3h', '7h']","['6d', '6h', '8d']",2d,,100,100
117,Turn,1,638,-638,CHECK,0,"['Ah', '8h']","['3h', '7h']","['6d', '6h', '8d', '7s']",2d,,100,100
117,Turn,0,638,-638,CHECK,0,"['Ah', '8h']","['3h', '7h']","['6d', '6h', '8d', '7s']",2d,,100,100
117,River,1,638,-638,CHECK,0,"['Ah', '8h']","['3h', '7h']","['6d', '6h', '8d', '7s', '9h']",2d,,100,100
117,River,0,638,-638,CHECK,0,"['Ah', '8h']","['3h', '7h']","['6d', '6h', '8d', '7s', '9h']",2d,,100,100
118,Pre-Flop,0,738,-738,RAISE,3,"['6s', '9h']","['7d', '5h']","['5d', 'Ah']",,,1,1
118,Pre-Flop,1,738,-738,CALL,0,"['6s', '9h']","['7d', '5h']","['5d', 'Ah']",,,2,2
118,Flop,0,738,-738,DISCARD,0,"['6s', '9h']","['7d', '5h']","['5d', 'Ah', '8d']",,,5,5
118,Flop,0,738,-738,CHECK,0,"['As', '9h']","['7d', '5h']","['5d', 'Ah', '8d']",6s,,5,5
118,Flop,1,738,-738,RAISE,9,"['As', '9h']","['7d', '5h']","['5d', 'Ah', '8d']",6s,,5,5
118,Flop,0,738,-738,FOLD,0,"['As', '9h']","['7d', '5h']","['5d', 'Ah', '8d']",6s,,5,5
119,Pre-Flop,1,733,-733,RAISE,9,"['7d', '4s']","['7s', '5h']","['3h', '4d']",,,1,1
119,Pre-Flop,0,733,-733,DISCARD,0,"['7d', '4s']","['7s', '5h']","['3h', '4d']",,,2,2
119,Pre-Flop,0,733,-733,RAISE,11,"['9d', '4s']","['7s', '5h']","['3h', '4d']",7d,,2,2
119,Pre-Flop,1,733,-733,RAISE,78,"['9d', '4s']","['7s', '5h']","['3h', '4d']",7d,,11,11
119,Pre-Flop,0,733,-733,CALL,0,"['9d', '4s']","['7s', '5h']","['3h', '4d']",7d,,22,22
119,Flop,1,733,-733,CHECK,0,"['9d', '4s']","['7s', '5h']","['3h', '4d', '2s']",7d,,100,100
119,Flop,0,733,-733,CHECK,0,"['9d', '4s']","['7s', '5h']","['3h', '4d', '2s']",7d,,100,100
119,Turn,1,733,-733,CHECK,0,"['9d', '4s']","['7s', '5h']","['3h', '4d', '2s', '3d']",7d,,100,100
119,Turn,0,733,-733,CHECK,0,"['9d', '4s']","['7s', '5h']","['3h', '4d', '2s', '3d']",7d,,100,100
119,River,1,733,-733,CHECK,0,"['9d', '4s']","['7s', '5h']","['3h', '4d', '2s', '3d', '7h']",7d,,100,100
119,River,0,733,-733,CHECK,0,"['9d', '4s']","['7s', '5h']","['3h', '4d', '2s', '3d', '7h']",7d,,100,100
120,Pre-Flop,0,633,-633,DISCARD,0,"['7s', '2h']","['2s', '2d']","['7h', '6d']",,,1,1
120,Pre-Flop,0,633,-633,RAISE,2,"['7s', '9h']","['2s', '2d']","['7h', '6d']",2h,,1,1
120,Pre-Flop,1,633,-633,RAISE,18,"['7s', '9h']","['2s', '2d']","['7h', '6d']",2h,,2,2
120,Pre-Flop,0,633,-633,RAISE,22,"['7s', '9h']","['2s', '2d']","['7h', '6d']",2h,,4,4
120,Pre-Flop,1,633,-633,RAISE,56,"['7s', '9h']","['2s', '2d']","['7h', '6d']",2h,,22,22
120,Pre-Flop,0,633,-633,CALL,0,"['7s', '9h']","['2s', '2d']","['7h', '6d']",2h,,44,44
120,Pre-Flop,1,633,-633,CHECK,0,"['7s', '9h']","['2s', '2d']","['7h', '6d']",2h,,100,100
120,Flop,0,633,-633,CHECK,0,"['7s', '9h']","['2s', '2d']","['7h', '6d', '8s']",2h,,100,100
120,Flop,1,633,-633,CHECK,0,"['7s', '9h']","['2s', '2d']","['7h', '6d', '8s']",2h,,100,100
120,Turn,0,633,-633,CHECK,0,"['7s', '9h']","['2s', '2d']","['7h', '6d', '8s', '4d']",2h,,100,100
120,Turn,1,633,-633,CHECK,0,"['7s', '9h']","['2s', '2d']","['7h', '6d', '8s', '4d']",2h,,100,100
120,River,0,633,-633,CHECK,0,"['7s', '9h']","['2s', '2d']","['7h', '6d', '8s', '4d', 'As']",2h,,100,100
120,River,1,633,-633,CHECK,0,"['7s', '9h']","['2s', '2d']","['7h', '6d', '8s', '4d', 'As']",2h,,100,100
121,Pre-Flop,1,733,-733,CALL,0,"['3h', '6d']","['9h', '2d']","['7s', '2h']",,,1,1
121,Pre-Flop,0,733,-733,DISCARD,0,"['3h', '6d']","['9h', '2d']","['7s', '2h']",,,2,2
121,Pre-Flop,0,733,-733,RAISE,4,"['3h', '4h']","['9h', '2d']","['7s', '2h']",6d,,2,2
121,Pre-Flop,1,733,-733,RAISE,24,"['3h', '4h']","['9h', '2d']","['7s', '2h']",6d,,2,2
121,Pre-Flop,0,733,-733,RAISE,54,"['3h', '4h']","['9h', '2d']","['7s', '2h']",6d,,6,6
